Categoria,Marca,Modelo,Versão,Motor,"Tipo
Picape,Mitsubishi,L200 Triton Sport,SAVANA,2.4-16V,Combustão,A-6,S,H,D,156,20,ND,A,\,206,\,\,\,"9,3","10,3",\,\,"2,78",\,C,D,-,14,2023
Picape,Nissan,Frontier,S,2.3-16V,Combustão,M-6,S,H,D,102,80,ND,A,\,200,\,\,\,"9,5","10,9",\,\,"2,68",\,C,D,-,14,2023
Picape,Nissan,Frontier,ATK,2.3-16V,Combustão,A-7,S,H,D,116,25,ND,A,\,203,\,\,\,"9,1","11,0",\,\,"2,74",\,C,D,-,14,2023
Picape,Nissan,Frontier,PRO4X,2.3-16V,Combustão,A-7,S,H,D,116,25,ND,A,\,203,\,\,\,"9,1","11,0",\,\,"2,74",\,C,D,-,14,2023
Picape,Nissan,Frontier,SE,2.3-16V,Combustão,A-7,S,H,D,116,25,ND,A,\,203,\,\,\,"9,1","11,0",\,\,"2,74",\,C,D,-,14,2023
Picape,Nissan,Frontier,PLT,2.3-16V,Combustão,A-7,S,H,D,120,25,ND,A,\,203,\,\,\,"9,1","11,0",\,\,"2,74",\,C,D,-,14,2023
Picape,Nissan,Frontier,XE,2.3-16V,Combustão,A-7,S,H,D,120,25,ND,A,\,203,\,\,\,"9,1","11,0",\,\,"2,74",\,C,D,-,14,2023
Picape,Nissan,Frontier 24MY,S,2.3-16V,Combustão,M-6,S,H,D,86,44,ND,A,\,194,\,\,\,"10,0","10,9",\,\,"2,60",\,B,D,-,14,2023
Picape,Nissan,Frontier 24MY,ATK,2.3-16V,Combustão,A-7,S,H,D,126,34,ND,A,\,202,\,\,\,"9,1","11,0",\,\,"2,73",\,C,D,-,14,2023
Picape,Nissan,Frontier 24MY,PRO4X,2.3-16V,Combustão,A-7,S,H,D,126,34,ND,A,\,202,\,\,\,"9,1","11,0",\,\,"2,73",\,C,D,-,14,2023
Picape,Nissan,Frontier 24MY,SE,2.3-16V,Combustão,A-7,S,H,D,126,34,ND,A,\,202,\,\,\,"9,1","11,0",\,\,"2,73",\,C,D,-,14,2023
Picape,Nissan,Frontier 24MY,XE,2.3-16V,Combustão,A-7,S,H,D,105,32,ND,A,\,201,\,\,\,"9,3","10,9",\,\,"2,72",\,C,D,-,14,2023
Picape,Nissan,Frontier 24MY,PLT,2.3-16V,Combustão,A-7,S,H,D,105,32,ND,A,\,201,\,\,\,"9,3","10,9",\,\,"2,72",\,C,D,-,14,2023
Picape,RAM,1500,REBEL HEMI CC,5.7-16V,Combustão,A-8,S,E-H,G,30,291,3,A,\,235,\,\,\,"5,4","6,8",\,\,"3,81",\,E,E,-,14,2023
Picape,RAM,CLASSIC,LARAMIE,5.7-16V,Combustão,A-8,S,E,G,47,409,1,B,\,244,\,\,\,"5,2","6,4",\,\,"3,96",\,E,E,-,14,2023
Picape,RAM,CLASSIC,RT,5.7-16V,Combustão,A-8,S,E,G,47,409,1,B,\,244,\,\,\,"5,2","6,4",\,\,"3,96",\,E,E,-,14,2023
Picape,RAM,1500,LIMITED HEMI,5.7-16V,Combustão,A-8,S,E-H,G,26,283,1,A,\,225,\,\,\,"5,5","7,2",\,\,"3,65",\,E,E,-,14,2023
Picape,RAM,1500,LIMITED NIGHT EDITION,5.7-16V,Combustão,A-8,S,E-H,G,26,283,1,A,\,225,\,\,\,"5,5","7,2",\,\,"3,65",\,E,E,-,14,2023
Picape,RAM,RAMPAGE,REBEL AT GAS,2.0-16V T,Combustão,A-9,S,E,G,13,88,1,A,\,159,\,\,\,"7,9","9,7",\,\,"2,58",\,B,D,-,14,2023
Picape,RAM,RAMPAGE,RT GAS,2.0-16V T,Combustão,A-9,S,E,G,19,149,1,A,\,156,\,\,\,"8,0","10,0",\,\,"2,53",\,B,D,-,14,2023
Picape,RAM,RAMPAGE,LARAMIE GAS,2.0-16V T,Combustão,A-9,S,E,G,20,153,1,A,\,160,\,\,\,"7,8","9,7",\,\,"2,60",\,B,D,-,14,2023
Picape,RAM,RAMPAGE,LARAMIE DS,2.0 TD,Combustão,A-9,S,E,D,33,13,0,A,\,183,\,\,\,"9,9","12,4",\,\,"2,47",\,B,D,-,14,2023
Picape,RAM,RAMPAGE,REBEL DS,2.0 TD,Combustão,A-9,S,E,D,33,18,0,A,\,184,\,\,\,"9,8","12,4",\,\,"2,49",\,B,D,-,14,2023
,,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Elétrico Puro
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes,,,,Gás Efeito Estufa,,,,,,,,,,,,,,15,2023
,,,,,,,,,,"NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)","Redução
Relativa
ao
Limite",Etanol oG ua Dso ieli sn ea l,,VEHP,Etanol,,"Gasolina
ou Diesel",,"Elétrico
VE ou VEHP
(km/l equivalente)",,,,,,,15,2023
,,,,,,,,,,,,,,CO2,CO2,CO2e,Cidade,Estrada,Cidade,Estrada,Cidade,Estrada,,,Comparação,Comparação,,15,2023
Picape,TOYOTA,HILUX DIESEL 4X4,GRS (wide tread),2.8-16V,Combustão,A-6,S,H,D,167,21,ND,A,fós\sil,fó1s9s8il,"fóssil
\","(km/l)
\","(km/l)
\","(km/l)
9,5","(km/l)
10,7","(km/l e)
\","(km/l e)
\","2,69",\,RelaCtiva,AbsoDluta,-,15,2023
Picape,TOYOTA,HILUX DIESEL 4X4,SRX Limited,2.8-16V,Combustão,A-6,S,H,D,181,18,ND,A,\,187,\,\,\,"10,1","11,3",\,\,"2,54",\,B,D,-,15,2023
Picape,TOYOTA,HILUX DIESEL 4X4,SRX,2.8-16V,Combustão,A-6,S,H,D,181,18,ND,A,\,187,\,\,\,"10,1","11,3",\,\,"2,54",\,B,D,-,15,2023
Picape,TOYOTA,HILUX DIESEL 4X4,SRV,2.8-16V,Combustão,A-6,S,H,D,181,18,ND,A,\,187,\,\,\,"10,1","11,3",\,\,"2,54",\,B,D,-,15,2023
Picape,TOYOTA,HILUX DIESEL 4X4,SR,2.8-16V,Combustão,A-6,S,H,D,181,18,ND,A,\,187,\,\,\,"10,1","11,3",\,\,"2,54",\,B,D,-,15,2023
Picape,TOYOTA,HILUX DIESEL 4X4,SC,2.8-16V,Combustão,M-6,S,H,D,240,40,ND,B,\,182,\,\,\,"10,4","11,6",\,\,"2,46",\,B,D,-,15,2023
Picape,TOYOTA,HILUX DIESEL 4X4,CC,2.8-16V,Combustão,M-6,S,H,D,240,40,ND,B,\,182,\,\,\,"10,4","11,6",\,\,"2,46",\,B,D,-,15,2023
Picape,TOYOTA,HILUX DIESEL 4X4,POWER PACK,2.8-16V,Combustão,M-6,S,H,D,240,32,ND,B,\,181,\,\,\,"10,3","11,8",\,\,"2,46",\,B,D,-,15,2023
Picape,TOYOTA,HILUX DIESEL 4X4,Conquest,2.8-16V,Combustão,A-6,S,H,D,181,18,ND,A,\,187,\,\,\,"10,1","11,3",\,\,"2,54",\,B,D,-,15,2023
Picape,TOYOTA,HILUX DIESEL 4X4,GRS,2.8-16V,Combustão,A-6,S,H,D,154,15,ND,A,\,193,\,\,\,"9,8","11,1",\,\,"2,61",\,B,D,-,15,2023
Picape,TOYOTA,HILUX DIESEL 4X4,SRX Plus,2.8-16V,Combustão,A-6,S,H,D,186,19,ND,A,\,199,\,\,\,"9,7","10,6",\,\,"2,68",\,C,D,-,15,2023
Picape,VW,AMAROK,V6 EXTREME CD,3.0-24V,Combustão,A - 8,S,H,D,266,44,ND,B,\,216,\,\,\,"9,0","9,7",\,\,"2,92",\,D,D,-,15,2023
Picape,VW,AMAROK,V6 COMFORTLINE CD,3.0-24V,Combustão,A - 8,S,H,D,266,44,ND,B,\,216,\,\,\,"9,0","9,7",\,\,"2,92",\,D,D,-,15,2023
Picape,VW,AMAROK,V6 HIGHLINE CD,3.0-24V,Combustão,A - 8,S,H,D,266,44,ND,B,\,216,\,\,\,"9,0","9,7",\,\,"2,92",\,D,D,-,15,2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2023
Esportivo,BMW,M3,Competition,3.0 - 24V,Combustão,A-8,S,E,G,16,73,0,A,\,170,\,\,\,"7,3","9,4",\,\,"2,76",\,C,D,-,15,2023
Esportivo,BMW,M2,Coupe,3.0 - 24V,Combustão,A-8,S,E,G,14,77,0,A,\,168,\,\,\,"7,5","9,2",\,\,"2,72",\,C,D,-,15,2023
Esportivo,BMW,M2,Coupe Track,3.0 - 24V,Combustão,A-8,S,E,G,14,77,0,A,\,168,\,\,\,"7,5","9,2",\,\,"2,72",\,C,D,-,15,2023
Esportivo,CHEVROLET,CAMARO,2SS CONV,6.2L - 16V,Combustão,A-10,S,E,G,44,562,1,B,\,195,\,\,\,"6,1","9,0",\,\,"3,15",\,D,D,-,15,2023
Esportivo,CHEVROLET,CAMARO,2SS,6.2L - 16V,Combustão,A-10,S,E,G,43,424,1,B,\,191,\,\,\,"6,2","9,4",\,\,"3,09",\,D,D,-,15,2023
Esportivo,FERRARI,ROMA,--,3.9-32V,Combustão,DCT-8,S,E,G,19,93,2,A,\,186,\,\,\,"6,9","8,3",\,\,"3,00",\,D,D,-,15,2023
Esportivo,FERRARI,PORTOFINO,M,3.9-32V,Combustão,DCT-8,S,E,G,17,197,0,A,\,188,\,\,\,"6,7","8,4",\,\,"3,04",\,D,D,-,15,2023
Esportivo,FERRARI,F8,SPIDER,3.9-32V,Combustão,DCT-7,S,E,G,40,186,0,A,\,224,\,\,\,"5,6","7,0",\,\,"3,68",\,E,E,-,15,2023
Esportivo,FERRARI,F8,TRIBUTO,3.9-32V,Combustão,DCT-7,S,E,G,40,186,0,A,\,224,\,\,\,"5,6","7,0",\,\,"3,68",\,E,E,-,15,2023
Esportivo,FERRARI,296,GTB,3.0-24V,Plug-in,DCT-8,S,E,G,18,444,1,A,\,149,0,\,\,"6,3","8,4","8,9","11,9","2,02",10,B,C,-,15,2023
Esportivo,FORD,Mustang,Mach 1,5.0 - 32V,Combustão,A-10,S,E,G,34,745,1,B,\,197,\,\,\,"6,1","8,8",\,\,"3,19",\,D,D,-,15,2023
Esportivo,HONDA,CIVIC,TYPE-R,2.0T - 16V,Combustão,M,S,E,G,10,232,0,A,\,140,\,\,\,"8,8","11,1",\,\,"2,27",\,C,C,-,15,2023
Esportivo,JAGUAR,F-TYPE,300RD CP,2.0-16V,Combustão,A-8,S,E,G,8,188,1,A,\,173,\,\,\,"7,5","9,7",\,\,"2,68",\,C,D,-,15,2023
Esportivo,JAGUAR,F-TYPE,300RD CB,2.0-16V,Combustão,A-8,S,E,G,8,188,1,A,\,173,\,\,\,"7,5","9,7",\,\,"2,68",\,C,D,-,15,2023
Esportivo,JAGUAR,F-TYPE (24 MY),300RD CP,2.0-16V,Combustão,A-8,S,E,G,11,96,3,B,\,148,\,\,\,"8,8","11,0",\,\,"2,28",\,C,C,-,15,2023
Esportivo,JAGUAR,F-TYPE (24 MY),300RD CB,2.0-16V,Combustão,A-8,S,E,G,11,96,3,B,\,148,\,\,\,"8,8","11,0",\,\,"2,28",\,C,C,-,15,2023
Esportivo,JAGUAR,F-TYPE (24 MY),300CB 75,2.0-16V,Combustão,A-8,S,E,G,11,96,3,B,\,148,\,\,\,"8,8","11,0",\,\,"2,28",\,C,C,-,15,2023
Esportivo,JAGUAR,F-TYPE (24 MY),300CP 75,2.0-16V,Combustão,A-8,S,E,G,11,96,3,B,\,148,\,\,\,"8,8","11,0",\,\,"2,28",\,C,C,-,15,2023
Esportivo,LAMBORGHINI,HURACAN,EVO SP,5.2-40V,Combustão,DCT-7,S,E,G,5,510,2,B,\,244,\,\,\,"5,1","6,8",\,\,"3,96",\,E,E,-,15,2023
Esportivo,LAMBORGHINI,HURACAN,EVO CP,5.2-40V,Combustão,DCT-7,S,E,G,5,510,2,B,\,244,\,\,\,"5,1","6,8",\,\,"3,96",\,E,E,-,15,2023
Esportivo,MCLAREN,ARTURA,----,3.0-24V,Plug-in,DCT-8,S,E,G,14,292,1,A,\,109,0,\,\,"6,6","8,3","11,3","15,4","1,58",20,A,B,SIM,15,2023
Esportivo,PORSCHE,BOXSTER,GTS4.0,4.0-24V,Combustão,DCT-7,S,E,G,18,67,1,A,\,175,\,\,\,"7,1","8,9",\,\,"2,84",\,C,D,-,15,2023
Esportivo,PORSCHE,BOXSTER,25 Anos,4.0-24V,Combustão,DCT-7,S,E,G,18,67,1,A,\,175,\,\,\,"7,1","8,9",\,\,"2,84",\,C,D,-,15,2023
Esportivo,PORSCHE,BOXSTER,SPYDER,4.0-24V,Combustão,DCT-7,S,E,G,27,35,1,A,\,186,\,\,\,"6,8","8,4",\,\,"3,01",\,D,D,-,15,2023
Esportivo,PORSCHE,BOXSTER,--,2.0-16V,Combustão,DCT-7,S,E,G,5,167,2,A,\,157,\,\,\,"7,9","10,0",\,\,"2,55",\,C,D,-,15,2023
Esportivo,PORSCHE,BOXSTER,T,2.0-16V,Combustão,DCT-7,S,E,G,5,167,2,A,\,157,\,\,\,"7,9","10,0",\,\,"2,55",\,C,D,-,15,2023
Esportivo,PORSCHE,BOXSTER,Style,2.0-16V,Combustão,DCT-7,S,E,G,5,167,2,A,\,157,\,\,\,"7,9","10,0",\,\,"2,55",\,C,D,-,15,2023
Esportivo,PORSCHE,CAYMAN,GTS 4.0,4.0-24V,Combustão,DCT-7,S,E,G,18,67,1,A,\,175,\,\,\,"7,1","8,9",\,\,"2,84",\,C,D,-,15,2023
Esportivo,PORSCHE,CAYMAN,GT4,4.0-24V,Combustão,DCT-7,S,E,G,27,35,1,A,\,186,\,\,\,"6,8","8,4",\,\,"3,01",\,D,D,-,15,2023
Esportivo,PORSCHE,CAYMAN,--,2.0-16V,Combustão,DCT-7,S,E,G,5,167,2,A,\,157,\,\,\,"7,9","10,0",\,\,"2,55",\,C,D,-,15,2023
Esportivo,PORSCHE,CAYMAN,T,2.0-16V,Combustão,DCT-7,S,E,G,5,167,2,A,\,157,\,\,\,"7,9","10,0",\,\,"2,55",\,C,D,-,15,2023
Esportivo,PORSCHE,CAYMAN,Style,2.0-16V,Combustão,DCT-7,S,E,G,5,167,2,A,\,157,\,\,\,"7,9","10,0",\,\,"2,55",\,C,D,-,15,2023
Esportivo,PORSCHE,CAYMAN,GT4 RS,4.0-24V,Combustão,DCT-7,S,E,G,26,108,1,A,\,224,\,\,\,"5,6","7,1",\,\,"3,62",\,E,E,-,15,2023
Esportivo,PORSCHE,911,TURBO S,3.7-24V,Combustão,DCT-8,S,E,G,22,168,1,A,\,218,\,\,\,"5,7","7,5",\,\,"3,54",\,E,E,-,15,2023
Esportivo,PORSCHE,911,TURBO S CA,3.7-24V,Combustão,DCT-8,S,E,G,22,168,1,A,\,218,\,\,\,"5,7","7,5",\,\,"3,54",\,E,E,-,15,2023
Esportivo,PORSCHE,911,TURBO,3.7-24V,Combustão,DCT-8,S,E,G,25,129,1,A,\,203,\,\,\,"6,1","7,9",\,\,"3,29",\,D,E,-,15,2023
Esportivo,PORSCHE,911,TURBO CAB,3.7-24V,Combustão,DCT-8,S,E,G,25,129,1,A,\,203,\,\,\,"6,1","7,9",\,\,"3,29",\,D,E,-,15,2023
Esportivo,PORSCHE,911,CARRERA S,3.0-24V,Combustão,DCT-8,S,E,G,3,89,1,A,\,173,\,\,\,"7,3","8,9",\,\,"2,81",\,C,D,-,15,2023
Esportivo,PORSCHE,911,CARRERA SC,3.0-24V,Combustão,DCT-8,S,E,G,3,89,1,A,\,173,\,\,\,"7,3","8,9",\,\,"2,81",\,C,D,-,15,2023
Esportivo,PORSCHE,911,CARRERA GTS,3.0-24V,Combustão,DCT-8,S,E,G,3,61,1,A,\,184,\,\,\,"6,8","8,6",\,\,"2,98",\,D,D,-,15,2023
Esportivo,PORSCHE,911,CARRERA GTS CA,3.0-24V,Combustão,DCT-8,S,E,G,3,71,1,A,\,181,\,\,\,"6,9","8,7",\,\,"2,94",\,D,D,-,15,2023
Esportivo,PORSCHE,911,TARGA 4GTS,3.0-24V,Combustão,DCT-8,S,E,G,3,71,1,A,\,181,\,\,\,"6,9","8,7",\,\,"2,94",\,D,D,-,15,2023
Esportivo,PORSCHE,911,TARGA 50Y,3.0-24V,Combustão,DCT-8,S,E,G,3,71,1,A,\,181,\,\,\,"6,9","8,7",\,\,"2,94",\,D,D,-,15,2023
Esportivo,PORSCHE,911,CARRERA,3.0-24V,Combustão,DCT-8,S,E,G,26,96,3,A,\,171,\,\,\,"7,0","9,9",\,\,"2,77",\,C,D,-,15,2023
Esportivo,PORSCHE,911,CARRERA C,3.0-24V,Combustão,DCT-8,S,E,G,26,96,3,A,\,171,\,\,\,"7,0","9,9",\,\,"2,77",\,C,D,-,15,2023
Esportivo,PORSCHE,911,CARRERA T,3.0-24V,Combustão,DCT-8,S,E,G,26,96,3,A,\,171,\,\,\,"7,0","9,9",\,\,"2,77",\,C,D,-,15,2023
Esportivo,PORSCHE,911,CARRERA 4 GTS,3.0-24V,Combustão,DCT-8,S,E,G,3,61,1,A,\,184,\,\,\,"6,8","8,6",\,\,"2,98",\,D,D,-,15,2023
Esportivo,PORSCHE,911,GT3 RS,4.0-24V,Combustão,DCT-7,S,E,G,43,74,3,B,\,231,\,\,\,"5,4","6,9",\,\,"3,76",\,E,E,-,15,2023
Esportivo,PORSCHE,911,TURBO (ano modelo 2024),3.7-24V,Combustão,DCT-8,S,E,G,15,144,2,A,\,220,\,\,\,"5,5","7,8",\,\,"3,57",\,E,E,-,15,2023
Esportivo,PORSCHE,911,TURBO CAB (ano modelo 2024),3.7-24V,Combustão,DCT-8,S,E,G,15,144,2,A,\,220,\,\,\,"5,5","7,8",\,\,"3,57",\,E,E,-,15,2023
Esportivo,PORSCHE,911,TURBO S (ano modelo 2024),3.7-24V,Combustão,DCT-8,S,E,G,17,125,2,A,\,225,\,\,\,"5,4","7,6",\,\,"3,65",\,E,E,-,15,2023
Esportivo,PORSCHE,911,TURBO S CA (ano modelo 2024),3.7-24V,Combustão,DCT-8,S,E,G,17,125,2,A,\,225,\,\,\,"5,4","7,6",\,\,"3,65",\,E,E,-,15,2023
Esportivo,PORSCHE,PANAMERA,4SEHS,2.9-24V,Plug-in,A-8,S,E,G,4,66,1,A,\,61,0,\,\,"7,5","8,1","17,6","18,8","1,12",35,A,A,SIM,15,2023
Esportivo,PORSCHE,PANAMERA,4SEHY,2.9-24V,Plug-in,A-8,S,E,G,4,66,1,A,\,61,0,\,\,"7,5","8,1","17,6","18,8","1,12",35,A,A,SIM,15,2023
Esportivo,PORSCHE,PANAMERA,TSEHY,4.0-32V,Plug-in,DCT-8,S,E,G,3,80,1,A,\,81,0,\,\,"6,6","7,2","14,8","16,6","1,30",30,A,B,SIM,15,2023
Esportivo,PORSCHE,PANAMERA,4EHST,2.9-24V,Plug-in,DCT-8,S,E,G,5,74,1,A,\,63,0,\,\,"7,3","7,9","17,2","18,5","1,14",35,A,A,SIM,15,2023
Esportivo,PORSCHE,PANAMERA,4EHYB,2.9-24V,Plug-in,DCT-8,S,E,G,5,74,1,A,\,63,0,\,\,"7,3","7,9","17,2","18,5","1,14",35,A,A,SIM,15,2023
Esportivo,PORSCHE,TAYCAN,4S,ELÉTRICO,Elétrico,--,S,E,E,\,\,\,A,\,\,\,\,\,\,\,"23,0","22,7","0,89",241,A,A,-,15,2023
Esportivo,PORSCHE,TAYCAN,TURBO,ELÉTRICO,Elétrico,--,S,E,E,\,\,\,A,\,\,\,\,\,\,\,"24,6","23,8","0,84",281,A,A,-,15,2023
Esportivo,PORSCHE,TAYCAN,TURBO S,ELÉTRICO,Elétrico,--,S,E,E,\,\,\,A,\,\,\,\,\,\,\,"23,5","22,9","0,87",278,A,A,-,15,2023
Esportivo,PORSCHE,TAYCAN,--,ELÉTRICO,Elétrico,--,S,E,E,\,\,\,A,\,\,\,\,\,\,\,"22,4","23,5","0,89",286,A,A,-,15,2023
Esportivo,PORSCHE,TAYCAN,4CT,ELÉTRICO,Elétrico,--,S,E,E,\,\,\,A,\,\,\,\,\,\,\,"23,0","22,1","0,90",272,A,A,-,15,2023
Esportivo,PORSCHE,TAYCAN,4GTS,ELÉTRICO,Elétrico,--,S,E,E,\,\,\,A,\,\,\,\,\,\,\,"26,4","24,9","0,79",318,A,A,-,15,2023
Esportivo,PORSCHE,TAYCAN,4S CT,ELÉTRICO,Elétrico,--,S,E,E,\,\,\,A,\,\,\,\,\,\,\,"24,9","23,7","0,83",300,A,A,-,15,2023
